ID;Title;WebsiteURL;Comments;BookingURL;ContactEmail;FaultReportEmail
3415;ejoin;https://www.ejoin.eu/;None;None;None;None
3342;Ekomobil;https://www.ekomobil.it;None;None;None;None
29;e-Laad;http://www.e-laad.nl;None;None;None;None
3391;Electric Blue UK;https://www.electricblueuk.com/;None;None;None;None
3406;Electric Highway Tasmania;None;None;None;None;None
232;electric-driving.colruytgroup.com;http://electric-driving.colruytgroup.com;None;None;electric-driving@colruytgroup.com;None
3318;Electrify America;https://www.electrifyamerica.com/;None;None;None;None
3400;Electrify Canada;https://www.electrify-canada.ca/;None;None;None;None
67;ElectroDrive;http://www.electrodrive-europe.com/;None;None;None;None
141;ElectroDrive Salzburg;http://www.electrodrive-salzburg.at;None;None;office@electrodrive-salzburg.at;None
184;ElectroDrive/Mark-E (DE);http://www.mark-e.de/;None;None;electrodrive@mark-e.de;None
3401;Electromaps;https://www.electromaps.com/;None;None;None;None
3390;Electroukraine;https://electroukraine.com.ua/;None;None;None;None
3258;Elektro Ljublana;http://www.elektro-ljubljana.si/1/Obnovljivi-viri-energije/Polnilna-mesta-za-elektricna-vozila.aspx;None;None;info@elektro-ljubljana.si;None
2;Elektrobay (UK);http://www.elektromotive.com;None;None;info@elektromotive.com;info@elektromotive.com
16;Elektromotive (UK);http://www.elektromotive.com;None;http://www.elektromotive.com/html/application_forms.php;info@elektromotive.com;info@elektromotive.com
3311;Elen;http://elen.hep.hr/ELEN-charging-stations.aspx;None;None;None;None
3414;Elinta Charge;https://www.elintacharge.com/en/;None;None;None;None
3287;Ella;http://ella.at/;uses the Be Energised backend;None;None;None
76;ELMO;http://www.elmo.ee/;When calling 651 1911 the price of the call depends on the selected service package. When calling 1911, the price of the call is 0.23 euros (including VAT). The price of content service of calls to call service numbers does not depend on the service package of a customer; it is the same for all callers.;None;elmo@kredex.ee;tugi@elmo.ee
187;ELMŰ;http://www.e-autozas.hu/;None;None;None;None
3368;Elocity;https://elo.city;None;None;None;None
1238;emma;http://www.friedrichshafen.de/wirtschaft-verkehr/emma;None;None;info@fn-dienste.de;None
3319;E-Mobi;https://e-mobi.hu/;None;None;None;None
3282;Emobitaly (Italy);http://www.emobitaly.it/come-ricaricare/;None;None;None;None
82;E-moving (Italy);http://www.e-moving.it/;None;None;e-moving@a2a.eu;None
68;Empora;http://www.empora.eu;None;None;None;None
86;EnBW (D);https://www.enbw.com/privatkunden/tarife-und-produkte/e-mobilitaet/;None;None;None;None
207;Endesa;http://www.endesa.es/;None;None;None;None
3394;Eneco;https://www.eneco-emobility.com/;None;None;None;None
80;Enel (Italy);https://eneldrive.enelx.com/;None;None;None;None
3405;Enercharge; https://enercharge.at/;None;None;None;None
121;EnerCity;https://www.enercity.de/privatkunden/mobilitaet/e-mobilitaet/formular-reg-e-tanken/index.jsx;None;None;None;None
3260;Energie der Eifel;https://www.ene-eifel.de/privatkunden-strom/e-mobilität;None;None;service@ene-eifel.de;None
224;EnergieDienst;http://energiedienst.de;None;None;kundenservice@energiedienst.de;None
219;Energieversorgung Buching-Trauchgau;http://ebt-halblech.de/;None;None;kontakt@ebt-halblech.de;None
3370;Enerhub;http://www.enerhub.it/ricarica/;None;None;None;None
172;ENEWA;http://www.enewa.de/;None;None;info@enewa.de;None
181;eNovates;http://www.enovates.com/;None;None;None;None
52;Enovos;http://www.enovos.lu/particuliers/ecomobilite;None;None;None;None
216;Enspirion;http://www.enspirion.pl/?page_id=728;None;None;biuro@enspirion.pl;None
3297;Entega;https://www.entega.de/;None;None;None;None
3298;EO Charging;https://www.eocharging.com/;None;None;None;None
70;Eşarj (TR);http://esarj.com/uyelik;None;None;None;None
22;ESB Ecars;http://www.esb.ie/electric-cars/index.jsp;None;None;ecars@esb.ie;ecars@esb.ie
3357;ESB EV-Solutions (UK);https://www.esb-evsolutions.co.uk/;Distinct network from the one they operate on the island of Ireland;None;None;None
78;Essent (NL);http://www.essent.nl/content/particulier/producten/elektrisch_rijden/index.html;None;None;elektrischrijden@essent.nl;None
209;Estabanell Energia;http://www.e-mobilitat.cat/;None;None;None;None
205;Estonteca;http://www.estonteco.eu/live/;None;None;None;None
3377;Etecnic;http://www.etecnic.es;None;None;etecnic@etecnic.es;etecnic@etecnic.es
3381;eTecnic;http://www.etecnic.es/;None;None;None;None
222;ETOP;http://etop.sk/;None;None;None;None
55;e-totem;http://www.e-totem.fr/;None;None;None;None
3372;EV Connect;https://www.evconnect.com/;None;None;info@evconnect.com;None
3399;EV Energy Group (FCN);https://evenergygroup.com/e;None;None;None;None
87;EVbility (Italy);http://www.evbility.eu/;None;None;info@evbility.com;None
73;EV-Box;http://www.ev-box.com;None;None;info@ev-box.com;info@ev-box.com
3295;evcharge.online;https://evcharge.online/;Rolec. Pre-payment, minimum topup £5.00;None;Contact@power-portal.co.uk;Contact@power-portal.co.uk
3254;Evd Dormagen;http://www.evd-dormagen.de/;None;None;None;None
3389;EVGateway;http://evgateway.com/;None;None;None;None
15;eVgo Network;https://www.evgo.com/;Imported by ADFC import;None;None;None
3398;Evie;http://goevie.com.au/;None;None;None;None
110;EVite (ch);http://www.swiss-emobility.ch/home/evite.html;None;None;info@swiss-emobility.ch;None
3351;EVL (de);https://www.evl.de/e-mobilitaet/e-tanken-in-limburg/;Uses NewMotion backend;None;None;None
221;Evmapa (CZ);http://www.evmapa.cz;None;None;None;None
178;EVnetNL;http://www.evnet.nl/;None;None;None;None
3272;EVPass (CH);https://www.evpass.ch/;Android & IOS Apps, Swisspass travel RFID can be registered;None;None;None
49;EV-Point;http://www.ev-point.be;None;None;None;None
137;EVS Energieversorgung Sylt;https://www.energieversorgung-sylt.de/mobilitaet/e-mobilitaet/;None;None;kundenservice@energieversorgung-sylt.de;None
11;EVSE LLC WebNet;;Imported by ADFC import;None;None;None
3291;Evway;https://evway.net;None;None;None;None
189;E-Wald;http://shop.e-wald.eu/produkt/e-wald-ladekarte-monatskarte/;None;None;info@e-wald.eu;None
2241;EWB;http://www.stadtwerke-bruchsal.de/;None;None;info@stadtwerke-bruchsal.de;None
127;EWE;http://www.ewe.de/privatkunden/ewe-stromtankstellen.php;None;None;stromtankkarte@ewe.de;None
145;EWI  Energiewerke Isernhagen;http://www.ewi-isernhagen.de/energieeffizienz/elektromobilitaet.aspx;None;None;kontakt@ewi-isernhagen.de;None
3325;EWP : Energie und Wasser Potsdam GmbH;https://www.swp-potsdam.de/de/energie/elektromobilit%C3%A4t/;None;None;None;None
109;EWR gmbh e-mobile;http://www.ewr-e-mobil.de/;None;None;info@ewr-e-mobil.de;None
74;FastNed;http://www.fastned.nl/;None;None;contact@fastned.nl;contact@fastned.nl
3279;Fenie Energía (Spain);http://recarga.fenieenergia.es/;None;None;None;None
89;flo;https://flo.ca/;RéseauVER / VERnetwork        http://www.reseauver.com/          (877) 505-2674          service@reseauver.com;None;info@flo.ca;None
197;FLOW Charging;http://www.flowcharging.com/;None;None;info@flow-nederland.nl;None
85;FORTISIS;http://www.fortisis.eu;Operator based on Greence and Cyprus;None;info@fortisis.eu;info@fortisis.eu
3379;Freshmile;https://www.freshmile.com/;None;None;None;None
116;G2mobility;http://www.g2mobility.com/;None;None;None;None
218;Galactico.pl;http://galactico.pl/;None;None;kontakt@galactico.pl;None
204;GardaUno;http://www.gardauno.it/la-mappa-dei-punti-di-ricarica/;None;None;None;None
1242;GE WattStation;https://www.gewattstation.com/connect/;None;None;None;None
163;GGEW;http://www.ggew.de/UN/Elektromobilitaet;None;None;info@ggew.de;None
210;GIC;http://www.recargagic.com/;None;None;info@recargagic.com;None
3334;Gnrgy;https://www.gnrgy.com;None;None;None;None
3402;GoCharge (IE);https://www.gocharge.ie/charge-with-us/;None;None;None;None
3313;GOFAST (Gotthard Fastcharge);http://gofastcharge.com/;Accepts Hubject roaming partners of Swisscharge;None;info@gofastcharge.com;None
226;Green Frontiers (lk);http://green-frontiers.net/;None;None;info@green-frontiers.net;None
84;Green Land Mobility (Italy);http://greenlandmobility.it/;None;None;redazione@greenlandmobility.it;None
63;Greenflux;http://www.greenflux.nl/;None;None;info@greenflux.nl;None
59;GreenLots;http://www.greenlots.com;Part of the Shell group.;None;None;None
88;Greenway;https://greenway.sk;None;None;info@greenway.sk;None
3386;GridCars;https://www.gridcars.net/;None;None;None;None
3247;Grønn Kontakt;http://gronnkontakt.no/;None;None;None;None
3404;Grupo ICE;https://www.grupoice.com/wps/portal/ICE/Electricidad/carga-elect;None;None;None;None
122;Harz Energie;http://www.harzenergie.de/index.cfm?fuseaction=portal.showcontent&viewmode=content&num_obj_id=30312&language=de&menu=30305&rootmenu=25325&page=30306&bp=30306;None;None;mobilitaet@harzenergie.de;None
95;Helsingin Energia;http://www.helen.fi/;None;None;None;None
111;Hong Kong EV Power;http://www.hkevpower.com/;None;None;contact@hkevpower.com;None
3384;Hrvatski Telekom;https://www.hrvatskitelekom.hr/;Primarily a telco, but operates some EV chargepoints;None;None;None
3356;Hubsta;http://www.hubsta.co.uk/en/home/;UK*HUB*;None;None;None
2247;Iberdrola;https://www.iberdrola.es/clientes/hogar/movilidad-verde/recarga;None;None;None;None
91;IBIL (Es);https://www.ibil.es;None;None;ibil@ibil.es;None
191;inChaNet;http://inchanet.cz/products_en.html#fast_charging_station;None;None;info@inchanet.cz;None
3343;Incharge;https://www.goincharge.com/;None;None;None;None
105;Innogy SE (RWE eMobility);https://www.rwe-mobility.com/;None;None;None;None
3296;InstaVolt Ltd;http://instavolt.co.uk/;Pay-as-you-go, charged per kWh, contactless bank card payment.;None;None;None
3299;Ionity;http://www.ionity.eu/;Pan-European High-power CCS charging network joint venture of BMW Group, Daimler AG, Ford Motor Company and the Volkswagen Group;None;None;None
213;Izivia (Sodetrel);https://www.izivia.com/le-reseau-izivia;Formerly known as Sodetrel;None;contact@sodetrel.fr;sav@sodetrel.fr
3288;Jersey Electricity Evolve;https://www.jec.co.uk/your-home/electric-vehicles/charging-your-ev/;Access via mechanical keyswitch, montly subscription fee.;None;None;None
3393;Joju Ltd;https://www.jojusolar.co.uk/;None;None;None;None
120;JuicePoint;http://www.juicepoint.co.nz/;None;None;info@juicepoint.co.nz;None
3354;K Lataus;https://k-lataus.fi;None;None;None;None
3285;Kelag AG;https://www.kelag.at/privat/kelag-autostrom-111.htm;None;None;None;None
62;KiWhi Pass;http://www.kiwhipass.fr/;None;None;contact@kiwhipass.fr;assistance@kiwhipass.fr
3411;La Borne;https://www.e-leclerc.com/catalogue/services/la-borne-electrique;None;None;None;None
106;Ladefoxx;https://ladefoxx.de/;None;None;info@ladefoxx.de;None
69;ladenetz.de;http://ladenetz.de;None;None;None;info@smartlab-gmbh.de
3387;Last Mile Solutions;https://www.lastmilesolutions.com/;None;None;None;None
182;Latvenergo;http://www.latvenergo.lv/eng/tenders_and_offers/charging_points_for_electric_vehicles_/;None;None;info@latvenergo.lv;None
3286;Lenenergo;http://lenenergo.ru/ev/;Utility in St. Petersburg, Russia;None;None;None
3348;Level2.ee;http://www.level2.ee/;None;None;None;None
38;Lidl;None;Belgian charging network;None;None;None
206;LIVE Barcelona;http://w41.bcn.cat/;None;None;None;None
128;LSW Energie;http://www.elektrofahrzeuge.lsw.de/;None;None;mobilitaet@lsw.de;None
41;MAGNE Charge;None;Obsolete inductive paddle charging standard;None;None;None
165;Mainova;https://www.mainova.de/privatkunden/mobilitaet/stromtankstellen.html;None;None;Efahrzeug-Foerderung@mainova.de;None
135;Manx Electricity Authority;http://www.manxelectricity.com;None;None;mea@gov.im;None
3283;MELIB (ES);http://www.caib.es/sites/energiaicanviclimatic/ca/mobilitat_elactrica_a_les_illes_balears_melib/;None;None;None;None
3363;Midgard Electric;https://www.midgardelectric.com/;Bangalore;None;info.midgardelectric@gmail.com;None
112;MisterGreen, The Fast Charger Network;http://thefastchargernetwork.com/;None;None;contact@mistergreen.nl;None
92;MobecPoint (Es);http://www.mobecpoint.com;None;None;info@mobecpoint.com;None
79;Mobib (Belgium);http://www.mobib.be/index.htm;None;None;None;None
21;Mobie.pt;http://www.mobie.pt;None;None;None;None
3407;MObiVE;https://www.mobive.fr/;None;None;None;None
3378;MOL;https://molplugee.si/en;None;None;None;None
3355;Motolataus;https://www.motonet.fi/fi/sivut/motolataus/;None;None;None;None
3274;MOVE (CH);https://www.move.ch;None;None;None;None
201;München Umland;https://www.bayernwerk.de/cps/rde/xchg/bayernwerk/hs.xsl/278.htm;None;None;BAG-e-mobility@bayernwerk.de;None
3289;MVM Partner Zrt.;https://www.mvmpartner.hu/;None;None;mvmp@mvmp.hu;None
3365;NBP eCharge Network;https://echargenetwork.com/;None;None;None;None
164;Neogy;https://www.neogy.it/;None;None;info@neogy.it;None
234;N-ERGIE;https://www.n-ergie.de/header/die-n-ergie/aktiv-fuer-die-umwelt/elektromobilitaet.html;None;None;elektromobilitaet@n-ergie.de;None
167;Nissan DE Freistrom;http://www.nissan.de/DE/de/vehicle/electric-vehicles/leaf/charging-and-battery/freistrom-info.html;None;None;None;None
7;Nissan UK Dealer Network;http://www.nissan.co.uk;Network of franchised Nissan Dealers;None;None;None
6;Nissan US Dealer Network;None;None;None;None;None
3307;NKM mobiliti;http://www.mobiliti.hu/;None;None;None;None
196;Nomadpower;http://www.nomadpower.eu;None;None;info@nomadpower.eu;None
3346;Noodoe EV;http://www.noodoe.com/ev;None;None;None;None
3252;NRG EVgo;https://www.nrgevgo.com/;None;None;None;None
3388;NRMA;https://www.mynrma.com.au/cars-and-driving/electric-vehicles;National Roads and Motorists' Association, Australia;None;None;None
177;Nuon;http://www.nuon.com/;None;None;None;None
107;OpConnect;https://www.opconnect.com/;None;None;nisaacs@opconnect.com;support@opconnect.com
3395;Optimum Way;https://optimumway.hu/;None;None;info@optimumway.hu;info@optimumway.hu
1236;ORES;http://www.ores.net/;None;None;None;None
102;Orka Náttúrunnar;http://www.on.is/;None;None;on@on.is;None
3396;Orlencharge;https://orlencharge.orlen.pl/;None;None;None;None
203;Osprey Charging;https://ospreycharging.co.uk/ev-drivers/;formerly known as Engenie;None;info@engenie.co.uk;None
124;Osterholzer Stadtwerke;https://www.osterholzer-stadtwerke.de/service/fahren-mit-strom-erdgas/strom/;None;None;None;None
188;OVAG Energie;http://www.ovag-energie.de/oe/ovag-energie.nsf/c/Umwelt,E-Mobilit%C3%A4t;None;None;service@ovag-energie.de;None
97;Park & Charge (CH);http://www.park-charge.ch/;None;None;park-charge@gmx.net;None
98;Park & Charge (D);http://www.park-charge.de/;None;None;info@park-charge.de;None
3322;Parking Energy;https://www.parkkisahko.fi/;None;None;None;None
3409;pass pass électrique;https://passpasselectrique.fr;None;None;None;None
3375;Petro Canada;https://www.petro-canada.ca/en/personal/fuel/ev-fast-charge-network;None;None;None;None
13;PETROL;http://www.petrol.eu/road/car/electrical-mobility-petrol;PETROL is a fuel supplier and runs charge points in Slovenia, part of the CENTRAL EUROPEAN GREEN CORRIDORS (CEGC) PROJECT;None;None;None
1240;Pfalzwerke;http://www.pfalzwerke.de/;None;None;info@pfalzwerke.de;None
3397;PGE Nowa Energia;https://pgene.pl/;None;None;None;None
3280;Plug n Roll;https://plugnroll.com/elektroautofahrer/netzwerk/;None;None;None;None
71;Plugged In Midlands (UK);http://www.pluggedinmidlands.co.uk;None;None;enquiries@pluggedinmidlands.co.uk;enquiries@pluggedinmidlands.co.uk
119;Plug-In North Central Washington;http://www.pluginncw.com/;None;None;plugincenter@gmail.com;None
3353;Plugit;https://www.plugitcloud.com;None;None;None;None
3266;PlugSurfing;https://www.plugsurfing.com/;None;None;support@plugsurfing.com;None
3;POD Point (UK);http://www.pod-point.com/;Part of Groupe EDF;None;enquiries@pod-point.com;enquiries@pod-point.com
32;POLAR (UK);http://www.polarnetwork.com/;Owned by Chargemaster in the UK. Monthly post-billed membership fee gets an RFID card and charged per kWh Most points available on pre-pay via app at different per-hour tariffs. Some are also available pay-as-you-go /kWh with contactless bank card payment.;None;polarenquiries@chargemasterplc.com;polarenquiries@chargemasterplc.com
1239;Polyfazer;http://polyfazer.cz/;None;None;info@polyfazer.cz;None
114;Power Station;http://power-station.be/power-card-laadpas/;None;None;info@power-station.be;None
190;PRE (cz);https://www.pre.cz/cs/profil-spolecnosti/dalsi-aktivity-pre/premobilita/;None;None;None;None
200;PRIOE;http://www.prioenergy.com/produtos-e-servicos/mobilidade-electrica/;Prio.E Mobility Solutions;None;None;None
3358;Putevi Srbije / ЈП Путеви Србије / Roads of Serbia;http://www.putevi-srbije.rs/;None;None;None;None
3317;Queensland Electric Super Highway;https://www.qld.gov.au/transport/projects/electricvehicles/map;None;None;None;None
194;RAC Electric Highway/ChargeStar;http://chargestar.com.au/rac-electric-highway/;None;None;info@chargestar.com.au;info@chargestar.com.au
133;Rauman Energia;http://www.raumanenergia.fi/yritys/fi_FI/sahkoautoilu/;None;None;None;None
217;RCS (Revitalize Charging Solutions);https://revitalizechargingsolutions.com/;None;None;info@revitalizechargingsolutions.com;None
198;Recharge (Formerly Fortum Charge & Drive);http://www.rechargeinfra.com/;None;None;rami.syvari@fortum.com;None
12;RechargeAccess;http://www.recharge-power.com/;Imported by ADFC import;None;None;None
3335;RedePiloto;None;None;None;None;None
3275;Renault;http://www.renault.fr/;None;None;None;None
3330;Repower (Italy);https://www.repower.com/it/la-mobilita-elettrica/;None;None;None;None
3257;Révéo (FR);https://www.reveocharge.com/;Sud de la France;None;None;None
3293;Revolta Egypt;https://www.revoltaegypt.com/;None;None;info@revoltaegypt.com;None
3265;REWAG;https://www.rewag.de/privatkunden/strom/rewariostrommobil.html;None;None;info@rewag.de;None
72;RheinEnergie AG;http://www.rheinenergie.com/TankEn-Registrierung;None;None;energieberatung@rheinenergie.com;None
2242;RhönEnergie;https://re-fd.de/;None;None;info@re-fd.de;None
3250;RPSnet;http://rpsnet.cz;None;None;None;None
104;RWE / Npower;http://www.npower.com/;None;None;None;None
48;RWE Mobility/Essent;http://www.essent.nl;Essent is part of the RWE group;None;None;None
3376;SAEV;https://sa-ev.com;India;None;sa@sa-ev.com;sa@sa-ev.com
113;Sähköinenliikenne (fi);http://www.sahkoinenliikenne.fi/;None;None;info@sahkoinenliikenne.fi;None
139;Schleswiger Stadtwerke;https://www.schleswiger-stadtwerke.de/content/unternehmen/emobilitaet/;None;None;matthias.beier@schleswiger-stadtwerke.de;None
223;Schnell Laden Berlin;http://www.schnell-laden-berlin.de;None;None;wirkuemmernuns@schnell-laden-berlin.de;None
2245;Schwabencard;https://www.swu.de/privatkunden/energie-wasser/elektromobilitaet/kunde-werden.html;None;None;info@swu.de;None
3262;SDE76 (FR);http://www.sde76.fr/;Can be Accessed via Sodetrel pass;None;None;None
3380;SDEG 16 (Syndicat Départemental d'Electricité et de Gaz de la Charente);https://sdeg16.fr/nos-competences/les-bornes-vehicules-electriques/;None;None;None;None
33;SDEY (Fr);http://sdey.fr/nos-missions/mobilite-electrique/;Syndicat Départemental d'Énergies de l'Yonne;None;None;None
39;SemaCharge Network;http://www.semacharge.com;None;None;None;None
3347;Seom;https://www.seom.se/;None;None;None;None
3367;Sharz.Net;https://www.sharz.net/;None;None;None;None
3392;Shell UK Oil Products Limited;https://www.shell.co.uk/motorist/welcome-to-shell-recharge.html;Shell Recharge;None;None;None
14;Shorepower;http://www.shorepower.com/;Imported by ADFC import;None;None;None
3308;SIEL;None;None;None;None;None
81;Silfi (Italy);http://www.silfi.it/IT/index.php?id=63&label=Mappa%20colonnine%20ricarica%20veicoli%20elettrici%22;None;None;None;None
2246;Slovenské elektrárne;https://sepredaj.seas.sk/elektricka-mobilita;None;None;info@sepredaj.sk;None
